node,year_construction,capacity_existing
AT,1984,0.04674049154700201
AT,1985,0.04674049154700201
AT,1986,0.04674049154700201
AT,1987,0.04674049154700201
AT,1988,0.04674049154700201
AT,1989,0.04674049154700201
AT,1990,0.04674049154700201
AT,1991,0.14170672129186745
AT,1993,0.27846183500279353
AT,1994,0.12721211311392572
AT,1995,0.10246506256878833
AT,1996,0.3704203451137295
AT,1997,0.04674049154700201
AT,1998,0.14238860877579967
AT,1999,0.10960906422011381
AT,2000,0.11214509093130426
AT,2001,0.04674049154700201
AT,2002,0.1329751344084046
AT,2003,0.11542192897638416
AT,2004,0.2977898467319702
AT,2005,0.04674049154700201
AT,2006,0.07221058232771975
AT,2007,0.33824939953641087
AT,2008,0.25152612730611956
AT,2009,0.3453315260847645
AT,2010,0.21508429479363017
AT,2011,0.3495849119665849
AT,2012,0.2589597593296471
AT,2013,0.09129351802331057
AT,2014,0.0838774638395814
AT,2015,0.07924985717713007
AT,2016,0.12714323088374233
AT,2017,0.12564015628458577
AT,2018,0.04674049154700201
AT,2019,0.04674049154700201
AT,2020,0.09421445173635681
AT,2021,0.04674049154700201
BE,2006,0.047934762748356285
BE,2007,0.04520055633180198
BE,2009,0.0011688980236097823
BE,2010,0.016173136022279794
BE,2011,0.025269117194383184
BE,2014,0.10795130163280317
BE,2015,0.0028139378464666076
BE,2018,0.020631660650493322
BE,2019,0.008790302151654272
BE,2020,0.02905966540574212
BG,1991,0.5209432277495352
BG,1992,0.11681955129296817
BG,1995,0.3712503754884078
BG,1996,0.06584598377311135
BG,1997,0.15796719333788678
BG,1999,0.06975989778467095
BG,2001,0.10921735814355271
BG,2003,0.10400426212859903
BG,2005,0.1558890349628408
BG,2009,0.09684781395546826
BG,2011,0.022524492258376494
BG,2014,0.05021310543294355
BG,2015,0.003078068547860635
BG,2016,0.05238871118827282
BG,2018,0.03785082393033257
CH,1984,0.040544634327762286
CH,1985,0.040544634327762286
CH,1986,0.040544634327762286
CH,1987,0.040544634327762286
CH,1988,0.040544634327762286
CH,1989,0.040544634327762286
CH,1990,0.040544634327762286
CH,1991,0.12292226731906107
CH,1993,0.24154930555389342
CH,1994,0.11034904506897243
CH,1995,0.08888243053766666
CH,1996,0.3213179182143839
CH,1997,0.040544634327762286
CH,1998,0.12351376470759208
CH,1999,0.09507943285842028
CH,2000,0.09727928725120606
CH,2001,0.040544634327762286
CH,2002,0.11534812794709766
CH,2003,0.10012175201551975
CH,2004,0.2583152218270273
CH,2005,0.040544634327762286
CH,2006,0.06263844384537653
CH,2007,0.29341151027472606
CH,2008,0.2181841593439325
CH,2009,0.29955483957363155
CH,2010,0.18657300754492664
CH,2011,0.30324440229592065
CH,2012,0.22463239902104362
CH,2013,0.07919177103706572
CH,2014,0.07275877910475455
CH,2015,0.06874460180939572
CH,2016,0.1102892937753512
CH,2017,0.1089854647403293
CH,2018,0.040544634327762286
CH,2019,0.040544634327762286
CH,2020,0.08172550967291317
CH,2021,0.040544634327762286
CZ,1984,0.005763625605993218
CZ,1985,0.005763625605993218
CZ,1986,0.005763625605993218
CZ,1987,0.005763625605993218
CZ,1988,0.005763625605993218
CZ,1989,0.005763625605993218
CZ,1990,0.005763625605993218
CZ,1992,1.2157090776595356
CZ,1993,0.005763625605993218
CZ,1994,0.005763625605993218
CZ,1995,0.5375843163360802
CZ,1996,0.4676838192051801
CZ,1997,0.1817840136473672
CZ,1998,0.33846565310763826
CZ,1999,1.142893371662718
CZ,2000,0.005763625605993218
CZ,2001,0.16903314987164272
CZ,2002,0.005763625605993218
CZ,2003,0.005763625605993218
CZ,2004,0.005763625605993218
CZ,2005,0.23472680367593643
CZ,2006,0.005763625605993218
CZ,2007,0.25933280368964895
CZ,2008,0.005763625605993218
CZ,2009,0.005763625605993218
CZ,2010,0.23402128599419375
CZ,2011,0.005763625605993218
CZ,2012,0.06442017887098811
CZ,2013,0.005763625605993218
CZ,2014,0.005763625605993218
CZ,2015,0.005763625605993218
CZ,2016,0.005763625605993218
CZ,2017,0.005763625605993218
CZ,2018,0.005763625605993218
CZ,2019,0.005763625605993218
CZ,2020,0.005763625605993218
CZ,2021,0.005763625605993218
DE,1995,0.14190925951990963
DE,1997,0.07050180895914337
DE,1998,1.1193222823697901
DE,1999,1.0921058312472738
DE,2002,0.4857278445388715
DE,2003,4.748825647628234
DE,2004,2.3444845375048438
DE,2007,2.391403622877778
DE,2009,0.45041005013927204
DE,2010,2.1393755184832415
DE,2015,1.0611086613928222
DE,2017,0.7831930932298867
DE,2019,1.0675810076472274
DK,1984,0.17530682731603528
DK,1985,0.17530682731603528
DK,1986,0.17530682731603528
DK,1987,0.17530682731603528
DK,1988,0.17530682731603528
DK,1989,0.17530682731603528
DK,1990,0.17530682731603528
DK,1991,0.4271766757294706
DK,1992,0.2855343023346728
DK,1993,0.17530682731603528
DK,1994,0.5456911221478872
DK,1995,0.44248202058319064
DK,1996,0.27137490800393643
DK,1997,0.23504338050603438
DK,1998,0.5035954683817934
DK,1999,0.17530682731603528
DK,2000,0.19875791899402187
DK,2001,0.47063845469994225
DK,2002,0.22250387530750043
DK,2003,0.20303622498884247
DK,2004,0.2026878764528589
DK,2005,0.17530682731603528
DK,2006,0.17530682731603528
DK,2007,0.17530682731603528
DK,2008,0.4218510168574874
DK,2009,0.3696870743088423
DK,2010,0.6747489890769178
DK,2011,0.17530682731603528
DK,2012,0.5119891854172159
DK,2013,0.17530682731603528
DK,2014,0.26576891504801853
DK,2015,0.18502569437547398
DK,2016,0.17530682731603528
DK,2017,0.3323019087535327
DK,2018,0.292614863935964
DK,2019,0.22223606564039405
DK,2020,0.17530682731603528
DK,2021,0.17530682731603528
EE,1984,0.02264688955568679
EE,1985,0.02264688955568679
EE,1986,0.02264688955568679
EE,1987,0.02264688955568679
EE,1988,0.02264688955568679
EE,1989,0.02264688955568679
EE,1990,0.02264688955568679
EE,1992,0.08866651802971406
EE,1993,0.02264688955568679
EE,1994,0.22544716019180802
EE,1995,0.02264688955568679
EE,1996,0.02264688955568679
EE,1997,0.03920075864113734
EE,1998,0.039108350161360154
EE,1999,0.07296874671835861
EE,2000,0.02264688955568679
EE,2001,0.02264688955568679
EE,2002,0.08664531740598494
EE,2003,0.02264688955568679
EE,2004,0.06456329195357782
EE,2005,0.14566128360075645
EE,2006,0.02264688955568679
EE,2007,0.02264688955568679
EE,2008,0.02264688955568679
EE,2009,0.02264688955568679
EE,2010,0.07429840984998955
EE,2011,0.02264688955568679
EE,2012,0.02264688955568679
EE,2013,0.02264688955568679
EE,2014,0.02264688955568679
EE,2015,0.02264688955568679
EE,2016,0.06871610033329505
EE,2017,0.04930517945256831
EE,2018,0.027117011764823517
EE,2019,0.023904211309927353
EE,2020,0.02264688955568679
EE,2021,0.02264688955568679
EL,2005,0.0023264660406187576
EL,2006,0.03223112045286233
EL,2008,0.018941997431546426
EL,2009,0.06036267097286438
EL,2010,0.007756636115825666
EL,2013,0.08066051062627277
EL,2014,0.0027776109083788025
EL,2018,0.04146341842070991
FI,1984,0.10538095749270222
FI,1985,0.10538095749270222
FI,1986,0.10538095749270222
FI,1987,0.10538095749270222
FI,1988,0.10538095749270222
FI,1989,0.10538095749270222
FI,1990,0.10538095749270222
FI,1991,0.17153897965175982
FI,1993,0.46027483173903194
FI,1994,0.17486004148130646
FI,1995,0.10538095749270222
FI,1996,0.4620139100755409
FI,1997,0.10538095749270222
FI,1998,0.1984713841834488
FI,1999,0.18760611094685697
FI,2000,0.14865361818368555
FI,2001,0.159529381300129
FI,2002,0.19637858466436053
FI,2003,0.20286347109188266
FI,2004,0.11095477658792989
FI,2005,0.10538095749270222
FI,2006,0.20026400042531856
FI,2007,0.31983525082780384
FI,2008,0.2153182343352437
FI,2009,0.39168467458135114
FI,2010,0.1650233367789718
FI,2011,0.10538095749270222
FI,2012,0.24455095966046428
FI,2013,0.11959436845556301
FI,2014,0.2434976049791788
FI,2015,0.10538095749270222
FI,2016,0.24968347955684786
FI,2017,0.10538095749270222
FI,2018,0.10538095749270222
FI,2019,0.10538095749270222
FI,2020,0.10538095749270222
FI,2021,0.10538095749270222
FR,2000,1.9344054906180377
FR,2001,1.3903207176588719
FR,2002,0.8745170465078367
FR,2005,0.5025349882222159
FR,2008,0.17300892215648123
FR,2010,0.3522732020541781
FR,2013,0.06757398704541373
FR,2014,0.22291706878110684
FR,2015,0.3062085788928126
FR,2016,0.32886231027627666
FR,2017,0.12826342703911298
FR,2018,0.28396151667339176
FR,2019,0.12383515635122322
FR,2020,0.2716057019199889
HR,1984,0.013274606417179037
HR,1985,0.013274606417179037
HR,1986,0.013274606417179037
HR,1987,0.013274606417179037
HR,1988,0.013274606417179037
HR,1989,0.013274606417179037
HR,1990,0.013274606417179037
HR,1992,0.011502665728964337
HR,1993,0.013274606417179037
HR,1994,0.013274606417179037
HR,1995,0.05844000777887613
HR,1996,0.013274606417179037
HR,1997,0.013274606417179037
HR,1998,0.013274606417179037
HR,1999,0.025324375426412638
HR,2000,0.013274606417179037
HR,2001,0.05570597818215122
HR,2002,0.013274606417179037
HR,2003,0.018721785301151202
HR,2004,0.013274606417179037
HR,2005,0.01898783512785131
HR,2006,0.013274606417179037
HR,2007,0.013274606417179037
HR,2008,0.02716873559926936
HR,2009,0.013274606417179037
HR,2010,0.04016015438203847
HR,2011,0.01999842801306556
HR,2012,0.013274606417179037
HR,2013,0.053096286234430495
HR,2014,0.013274606417179037
HR,2015,0.013274606417179037
HR,2016,0.02433674277979988
HR,2017,0.013274606417179037
HR,2018,0.013274606417179037
HR,2019,0.01852239092769654
HR,2020,0.04399433834469417
HR,2021,0.013274606417179037
HU,1984,0.026055861009748077
HU,1985,0.026055861009748077
HU,1986,0.026055861009748077
HU,1987,0.026055861009748077
HU,1988,0.026055861009748077
HU,1989,0.026055861009748077
HU,1990,0.026055861009748077
HU,1992,0.27774698754312954
HU,1993,0.026055861009748077
HU,1994,0.026055861009748077
HU,1995,0.3500412801366732
HU,1996,0.026055861009748077
HU,1997,0.026055861009748077
HU,1998,0.2684835969410598
HU,1999,0.026055861009748077
HU,2000,0.026055861009748077
HU,2001,0.20070799345159862
HU,2002,0.026055861009748077
HU,2003,0.026055861009748077
HU,2004,0.026055861009748077
HU,2005,0.026055861009748077
HU,2006,0.026055861009748077
HU,2007,0.29193861914278313
HU,2008,0.026055861009748077
HU,2009,0.026055861009748077
HU,2010,0.026055861009748077
HU,2011,0.026055861009748077
HU,2012,0.09241554196745828
HU,2013,0.026055861009748077
HU,2014,0.026055861009748077
HU,2015,0.11921145298642254
HU,2016,0.1007540774601951
HU,2017,0.054845729024633395
HU,2018,0.034712474900582796
HU,2019,0.026055861009748077
HU,2020,0.026055861009748077
HU,2021,0.026055861009748077
IT,2011,1.5558067036391805
IT,2012,0.2630211275436838
IT,2013,1.118422475899957
IT,2014,0.5746954402410749
IT,2016,0.26553132807026003
IT,2018,1.035619053733118
IT,2020,0.10394214808038615
LT,1984,0.027241156947042097
LT,1985,0.027241156947042097
LT,1986,0.027241156947042097
LT,1987,0.027241156947042097
LT,1988,0.027241156947042097
LT,1989,0.027241156947042097
LT,1990,0.027241156947042097
LT,1991,0.04322427086213396
LT,1992,0.5241204528551539
LT,1993,0.027241156947042097
LT,1994,0.29740599665308787
LT,1995,0.027241156947042097
LT,1996,0.027241156947042097
LT,1997,0.10255719112141642
LT,1998,0.027241156947042097
LT,1999,0.027241156947042097
LT,2000,0.027241156947042097
LT,2001,0.11720161350689041
LT,2002,0.04983976006480217
LT,2003,0.027241156947042097
LT,2004,0.027241156947042097
LT,2005,0.027241156947042097
LT,2006,0.027241156947042097
LT,2007,0.027241156947042097
LT,2008,0.027241156947042097
LT,2009,0.08494379156859247
LT,2010,0.027241156947042097
LT,2011,0.027241156947042097
LT,2012,0.11653589462778019
LT,2013,0.027241156947042097
LT,2014,0.04005687124011259
LT,2015,0.08080982123942104
LT,2016,0.04151153305816443
LT,2017,0.08383311972834846
LT,2018,0.027241156947042097
LT,2019,0.027241156947042097
LT,2020,0.027241156947042097
LT,2021,0.027241156947042097
LU,2003,0.059332273125308393
LU,2004,0.002756685372101275
LU,2005,0.0089850841002036
LU,2006,0.004714478011861062
LU,2008,0.019868823720168377
LU,2010,0.023111065347072773
LU,2011,0.05961288063753489
LU,2013,0.0021621294566046
LU,2015,0.007665099880044157
LU,2017,0.015144357075547454
LU,2018,0.032203375189460676
LU,2019,0.05747390941164246
LU,2020,0.0873745567498424
LV,1984,0.021607263339790572
LV,1985,0.021607263339790572
LV,1986,0.021607263339790572
LV,1987,0.021607263339790572
LV,1988,0.021607263339790572
LV,1989,0.021607263339790572
LV,1990,0.021607263339790572
LV,1992,0.0855826994940916
LV,1993,0.021607263339790572
LV,1994,0.13666686479641862
LV,1995,0.10644328694993195
LV,1996,0.024161115224588144
LV,1997,0.07956106710566735
LV,1998,0.021607263339790572
LV,1999,0.021607263339790572
LV,2000,0.021607263339790572
LV,2001,0.021607263339790572
LV,2002,0.021607263339790572
LV,2003,0.021607263339790572
LV,2004,0.021607263339790572
LV,2005,0.030629277157966674
LV,2006,0.021607263339790572
LV,2007,0.021607263339790572
LV,2008,0.029815480063142698
LV,2009,0.021607263339790572
LV,2010,0.20869958328335375
LV,2011,0.021607263339790572
LV,2012,0.05657804472153052
LV,2013,0.06063515832852326
LV,2014,0.021607263339790572
LV,2015,0.10226880217625735
LV,2016,0.1332183819471389
LV,2017,0.021607263339790572
LV,2018,0.021607263339790572
LV,2019,0.031050641923536276
LV,2020,0.045827765281390986
LV,2021,0.021607263339790572
NL,1997,0.18065334849844816
NL,1998,0.4563447576990658
NL,2002,0.28182023995428906
NL,2006,0.07957513649777792
NL,2007,0.18786610532074177
NL,2009,0.1012261036038864
NL,2011,0.14040414725693018
NL,2014,0.14611717075187647
NL,2016,0.004010692077617506
NL,2017,0.14940731451593892
NL,2019,0.1308550005002913
NL,2020,0.0053921580290337
NO,1984,0.00016783817120022797
NO,1985,0.00016783817120022797
NO,1986,0.00016783817120022797
NO,1987,0.00016783817120022797
NO,1988,0.00016783817120022797
NO,1989,0.00016783817120022797
