node,year_construction,capacity_existing
AT,1994,0.011961251561360835
AT,1995,0.009233855809824247
AT,1996,0.001271194019686919
AT,1997,0.020104944732017196
AT,1998,0.001271194019686919
AT,1999,0.006976123754767663
AT,2000,0.012161388876020397
AT,2001,0.001271194019686919
AT,2002,0.007222232044877754
AT,2003,0.001773488520631557
AT,2004,0.06377138920078818
AT,2005,0.001271194019686919
AT,2006,0.011474771684247466
AT,2007,0.02585379997402504
AT,2008,0.005428899839968144
AT,2009,0.02680998580393586
AT,2010,0.006344336976012755
AT,2011,0.04095815027592277
AT,2012,0.001271194019686919
AT,2013,0.06321534690526094
AT,2014,0.047518469796709546
AT,2015,0.022200244764244034
AT,2016,0.009520040094163641
AT,2017,0.008448439960977976
AT,2018,0.001271194019686919
AT,2019,0.0123547040604863
AT,2020,0.001271194019686919
AT,2021,0.0100606960212783
BE,2009,0.005087207306697747
BE,2011,0.0005458282953108122
BE,2012,0.001076086050320761
BE,2013,0.0029371102052922465
BE,2014,0.010346248151419525
BE,2015,0.00023385028815458772
BE,2017,0.0019044312985901264
BE,2018,0.0003942774832049675
BE,2019,0.008423649549163043
BE,2020,0.00036165298378275715
BG,2017,0.0001889653327263798
BG,2018,0.0029155569185984878
BG,2019,0.011045882811155384
BG,2020,0.0013027740666458135
CH,1994,0.010375684007731775
CH,1995,0.008009828199348918
CH,1996,0.001102686235894967
CH,1997,0.017439860073354144
CH,1998,0.001102686235894967
CH,1999,0.006051378094255701
CH,2000,0.01054929138689362
CH,2001,0.001102686235894967
CH,2002,0.006264862597676252
CH,2003,0.0015383972477307386
CH,2004,0.055317938903558794
CH,2005,0.001102686235894967
CH,2006,0.009953691254284983
CH,2007,0.022426654732029438
CH,2008,0.004709252117988746
CH,2009,0.023256089843642202
CH,2010,0.00550334012824556
CH,2011,0.03552879250336722
CH,2012,0.001102686235894967
CH,2013,0.05483560483310405
CH,2014,0.04121948481831872
CH,2015,0.019257409927919897
CH,2016,0.008258076276655238
CH,2017,0.007328526027875599
CH,2018,0.001102686235894967
CH,2019,0.010716980968341326
CH,2020,0.001102686235894967
CH,2021,0.008727063575172549
CZ,1999,0.005210230765782392
CZ,2000,0.005472981177643166
CZ,2002,0.009628699215983152
CZ,2004,0.0025754712321413367
CZ,2005,0.0019661132980903703
CZ,2007,0.010400971594342535
CZ,2009,0.00012132144361583219
CZ,2011,0.019143209281938363
CZ,2012,0.0021839897338569864
CZ,2014,0.010575921477984612
CZ,2017,0.006923488548041826
CZ,2018,0.0003086500346362875
CZ,2020,0.006249566068803003
DE,2003,0.08594395885993888
DE,2004,0.06300418328947621
DE,2005,0.1721103101152549
DE,2006,0.049125349933954565
DE,2007,0.2141416807211718
DE,2008,0.04157541479479776
DE,2009,0.3610762897894293
DE,2010,0.26597507653382246
DE,2011,0.11109655047201161
DE,2014,0.19577775562172128
DE,2015,0.1318649894910342
DE,2017,0.170508086343389
DE,2019,0.2968974937016342
DK,1994,0.0065554400991295865
DK,1995,0.06293549650285676
DK,1996,0.0065554400991295865
DK,1997,0.0997613497999769
DK,1998,0.030557386467937857
DK,1999,0.06028609883700706
DK,2000,0.09214323441352476
DK,2001,0.02228797641808459
DK,2002,0.06057083959064866
DK,2003,0.05545001890533837
DK,2004,0.047505190471399165
DK,2005,0.013360455406370477
DK,2006,0.015981648462666823
DK,2007,0.10897014323139757
DK,2008,0.04378276969748653
DK,2009,0.0065554400991295865
DK,2010,0.0065554400991295865
DK,2011,0.15772683318927935
DK,2012,0.0065554400991295865
DK,2013,0.0065554400991295865
DK,2014,0.23864500020039084
DK,2015,0.03237101178661776
DK,2016,0.0065554400991295865
DK,2017,0.06638437248165159
DK,2018,0.054683696998083765
DK,2019,0.12212028874498308
DK,2020,0.11037007986847808
EE,2013,0.003205243067988653
EE,2014,0.022344488275531232
EE,2017,0.0086990331859884
EE,2018,0.014957260810739385
EE,2020,0.005596434108186027
FI,1996,0.0016435707533509133
FI,1998,0.0014657055308391134
FI,1999,0.0008750639473960875
FI,2001,0.0016590581380922093
FI,2003,0.008648417665104983
FI,2004,0.005755847480367851
FI,2005,0.004461039065679635
FI,2007,0.01100011082678435
FI,2008,0.02457470202023497
FI,2009,0.032668316536352215
FI,2011,0.02753230983289473
FI,2012,0.03051243778458261
FI,2013,0.002905852930735753
FI,2014,0.04482763290198635
FI,2015,0.03408722284778387
FI,2016,0.014355860231983042
FI,2017,0.006867074613742419
FI,2019,0.017918149956032026
FI,2020,0.02738988612994553
FR,1994,0.10986283404091858
FR,1995,0.10302869314502829
FR,1996,0.0043910797515014244
FR,1997,0.0043910797515014244
FR,1998,0.0043910797515014244
FR,1999,0.0043910797515014244
FR,2000,0.0043910797515014244
FR,2001,0.0043910797515014244
FR,2002,0.10399420166285325
FR,2003,0.0043910797515014244
FR,2004,0.0043910797515014244
FR,2005,0.0043910797515014244
FR,2006,0.0043910797515014244
FR,2007,0.0043910797515014244
FR,2008,0.08485106713801295
FR,2009,0.008728318566536877
FR,2010,0.039336978298602415
FR,2011,0.0043910797515014244
FR,2012,0.03908608434840614
FR,2013,0.0375481993076721
FR,2014,0.11977494440502606
FR,2015,0.0043910797515014244
FR,2016,0.023280664903754626
FR,2017,0.019726574869896187
FR,2018,0.04007110268723858
FR,2019,0.04108233122307171
FR,2020,0.06011795495769521
HU,2006,0.0020937611645270634
HU,2007,0.004185351786788964
HU,2008,0.002012611449445447
HU,2012,0.001454845783790095
HU,2014,0.002789707985197804
HU,2015,0.014654289472786373
HU,2016,0.026657426624667788
HU,2018,0.006473668883824127
HU,2019,0.0030561957071584545
HU,2020,0.006247769101046408
IT,2011,0.029715364423131788
IT,2013,0.030242393620564717
IT,2014,0.017631705083485244
IT,2015,0.01877918895070066
IT,2016,0.015363932120884646
IT,2018,0.03605030028213663
IT,2020,0.004245428693191777
LT,2013,0.010487854702550894
LT,2014,0.015469642743903621
LT,2015,0.007902199476454257
LT,2016,0.024747257582908612
LT,2019,0.011881670309186639
LT,2020,0.059043332186779665
LU,2020,0.003891021637493341
NL,2011,0.003228717572775118
NL,2013,0.016417088766192772
NL,2014,0.025314382240625224
NL,2015,0.07333284265315831
NL,2017,0.03640322059280213
NL,2019,0.009821542920642051
NL,2020,0.008901192281023262
NO,1996,0.017292310571672746
NO,1997,0.024222971418783143
NO,1999,0.006303170848254394
NO,2000,0.008162985299193392
NO,2003,0.08031252494791856
NO,2006,0.0059550405753706435
NO,2007,0.02262308548559891
NO,2008,0.036411073319679126
NO,2011,0.04779553262973985
NO,2012,0.036731066241065535
NO,2013,0.04810978132455605
NO,2014,0.08280707040618512
NO,2015,0.011962003618782238
NO,2017,0.03470453048329339
PL,2007,0.004589645634498362
PL,2008,0.011940408891401546
PL,2009,0.0003124612922793639
PL,2011,0.006150786554544808
PL,2012,0.0023292640824327006
PL,2015,0.0242995153505478
PL,2016,0.04445513293719196
PL,2017,0.06103625469911779
