node,year_construction,capacity_existing
PL,2018,0.010966842594817339
PL,2019,0.06691783998828155
PL,2020,0.047683515631651574
SE,1997,0.08373055536319007
SE,1998,0.0014162473871396353
SE,1999,0.05518055733583682
SE,2000,0.09554835635502545
SE,2002,0.011317702962928777
SE,2003,0.12416813690542072
SE,2005,0.18951217761717165
SE,2006,0.06103685335222797
SE,2008,0.08480452400333649
SE,2009,0.07317911016896039
SE,2012,0.014120775050933898
SE,2013,0.10916604516523454
SE,2014,0.09632105969076155
SE,2015,0.06818832544700193
SE,2016,0.17966183162835492
SE,2017,0.08868910348972037
SE,2019,0.12234367456942996
SE,2020,0.27769798927853695
SI,2011,0.0031794564458803186
SI,2012,0.00025444903939484623
SI,2013,0.001708131104652102
SI,2014,0.0020484871855434694
SI,2016,0.0002733178180048595
SI,2017,0.00024374143146008685
SI,2018,0.000799365400072475
SI,2019,0.0007050932608129966
SK,2016,0.0014987303655452685
SK,2018,0.0013308753666770817
SK,2019,0.002586672749073904
SK,2020,0.0007543128231493864
UK,2014,0.003358824303531606
UK,2016,0.00655771845410106
UK,2017,0.012319394801222997
